satellite_catalog_number,international_designator,epoch_year,epoch_day,mean_motion_derivative,mean_motion_derivative_2nd,bstar_drag_term,element_number,inclination,right_ascension,eccentricity,argument_of_perigee,mean_anomaly,mean_motion,revolution_number_at_epoch
00356,61015 DW,81,031.45086654,-.81817579,+61626-1,+52636-1,999,066.9553,305.3894,0010256,172.9302,187.2804,15.99069767,00644
00357,66.8122,54,.0339 001873,266.8491,93.0453,4.073751,0915,61015 D,66234.6,915963,.0070972,+96701-,+00000-0 0,999
00359,61015 DZ,65,241.65373022,.02386970,+18040-1,+00000-0,999,067.0098,288.2147,0013317,332.2665,027.7740,16.19668662,22997
00360,82.2456,53,.9472 001584,070.8433,72.0392,6.255840,0365,62035,62217.9,373920,.0215007,+00000-,+00000-0 0,999
00362,62034  B,62,218.08637609,.07092781,+00000-0,+00000-0,999,082.2026,015.6934,0232555,138.0550,064.3378,15.70554558,00065
00363,64.9574,12,.3949 003181,091.5844,68.7947,6.349370,0044,62036,62225.1,375290,.0654748,+00000-,+00000-0 0,999
00365,62037  A,62,226.04669118,.00573069,+00000-0,+00000-0,999,064.9972,110.2319,0035705,089.4962,270.9128,16.32289505,00028
00366,64.9600,11,.4636 003180,091.4693,23.3561,6.450478,0032,62038,63228.0,187180,.0165003,+00000-,+00000-0 0,999
00368,62038  B,62,351.75304010,.01827420,+00000-0,+00000-0,999,049.0425,051.4395,0020257,006.4570,353.5634,16.18694304,01910
00369,98.5359,10,.7638 008322,327.6593,31.9535,4.889163,2392,62039,80060.4,289014,.0256763,+11816-,+39510-2 0,999
00371,62040  A,62,240.06347260,.11262576,+24371-8,+00000-0,999,064.8558,041.6295,0000000,080.5880,117.8459,16.45627614,00048
00372,64.8939,31,.1116 007403,053.7409,58.2015,6.249132,0096,62040,62242.9,608009,.0473515,+00000-,+00000-0 0,999
00376,62040  D,62,247.75215430,.03595702,+00000-0,+00000-0,999,065.5856,015.5028,0116826,062.3098,169.9395,16.24430166,00170
00377,65.2138,26,.9610 000569,187.1209,38.7665,6.382732,0190,62039,92224.2,133164,.0423115,+54000-,+18350-2 0,999
00379,62040  E,62,242.74654610,.09379088,+00000-0,+00000-0,999,065.5856,033.4613,0074175,065.4768,143.8083,16.34956812,00090
00380,65.5856,15,.4767 006790,062.3052,69.9511,6.365068,0170,62043,62245.8,714171,.0166443,+00000-,+00000-0 0,999
00382,62043  B,62,245.80270692,.04910118,+00000-0,+00000-0,999,064.7232,041.9903,0000560,009.3339,350.6699,16.40442688,00028
00383,64.6831,02,.4693 000000,025.9761,04.0793,6.351635,0458,62043,62264.2,438600,.0722241,+72689-,+00000-0 0,999
00385,62044  A,64,295.86020419,.01222129,+00000-0,+00000-0,999,082.7935,291.9571,0025806,153.7208,206.4111,16.20190675,12136
00386,65.3133,16,.1011 015578,052.7447,78.9328,6.066213,0170,62040,62244.8,976651,.0283949,+00000-,+00000-0 0,999
00388,62039D,99,122.81552244,.58892672,38115-5,70077-3,999,098.5159,338.2524,0006209,236.0229,124.1405,16.49948579,97444
00390,64.8000,39,.7728 000000,072.1451,43.5449,6.450173,0007,62045,62259.7,804349,.0302889,+00000-,+00000-0 0,999
00392,62045  D,62,256.01686490,.03133297,+00000-0,+00000-0,999,064.8318,037.4129,0030806,023.0918,195.5120,16.33774292,00016
00393,64.8318,37,.4129 001459,023.0918,36.9741,6.377621,0016,62045,62259.0,756150,.0241751,+00000-,+00000-0 0,999
00395,62045  G,62,255.89990949,.01734313,+00000-0,+00000-0,999,064.7491,037.8058,0030057,066.3806,151.7134,16.23619427,00014
00396,81.8254,47,.5833 000000,295.9940,38.4089,6.352294,0960,62047A,24283.9,661986,.0000561,00000-,55898-3 0,999
00398,62047  B,83,010.12636880,.15965597,+53050-4,+24273-2,999,058.2421,145.5088,0007825,323.5562,036.5054,16.33506004,09266
399,58.3746,76,.1198 000701,322.3936,78.7278,6.357684,4508,62047,89094.8,579190,.1317581,+53300-,+14250-2 0,999
00401,61015 EA,89,024.41582109,.20373346,+00000-0,+34562-1,999,066.9965,028.9924,0013592,069.7845,282.0666,15.77868763,42250
402,66.6571,40,.4217 002133,57.0813,03.2347,4.563422,5145,61015EC,24283.8,644034,.0000029,00000-,34362-3 0,999
00404,61015ED,24,283.59360628,.00000563,00000-0,11664-2,999,66.4707,314.6425,0554876,142.2484,221.8859,12.91738381,96374
00405,66.8923,59,.3272 009133,243.9169,95.1237,3.663704,4807,61015EF,24284.1,614259,.0000183,00000-,21210-2 0,999
00407,61015EG,24,283.84783248,.00051414,00000-0,69122-2,999,66.3154,92.1294,0047984,319.7342,148.7967,14.78147791,24054
00408,66.7850,37,.4350 006874,184.4788,88.0355,3.763465,2099,61015EJ,24283.9,259092,.0000434,00000-,17827-2 0,999
410,61015EK,24,284.19125244,.00000411,00000-0,49580-3,999,66.6931,70.9518,0009559,31.7896,141.4294,13.76430222,17591
00411,66.8786,21,.2659 003834,269.6647,89.7537,5.108198,7865,61015 E,80177.8,138427,.0487171,+00000-,+10223-1 0,999
00413,61015 EN,89,335.75708903,.83885717,+00000-0,+48686-1,999,066.4421,351.9471,0013686,049.5398,310.5234,15.81394886,45214
00414,66.4437,56,.9849 004251,138.3871,34.2620,3.774067,7728,61015 E,89146.8,291716,.2393595,+338700,+14842-1 0,999
00416,61015ER,24,283.73240242,.00002322,00000-0,12294-2,999,66.5175,57.9512,0080266,227.2795,132.1518,14.13854194,24481
00417,66.7483,52,.5210 007232,191.9174,68.0212,4.193840,5008,61015 E,91309.2,920349,.1974087,+27999-,+47189-2 0,999
00419,61015EU,14,342.88444125,.10502162,38170+0,44999-1,999,066.8388,251.2575,0028143,171.4803,188.6863,15.94639322,71990
00420,66.8142,87,.6412 009004,307.3919,51.9007,4.318879,6540,61015 E,84273.5,273829,.0098938,+00000-,+58098-2 0,999
00422,62048  A,62,272.79657078,.00071568,+00000-0,+00000-0,999,064.9860,178.0402,0031527,031.6209,328.5680,15.84223060,00038
00423,64.9390,44,.6369 000000,076.3150,83.6908,6.233307,1335,62049A,24284.1,523469,.0000033,00000-,37280-3 0,999
00425,62048  C,62,276.25430890,.01862525,+00000-0,+00000-0,999,064.9860,165.6838,0000000,030.0716,080.4987,15.97385208,00093
00426,80.4714,55,.9231 001823,16.9520,55.2670,3.686596,9594,62050,62283.5,442969,.0225161,+00000-,+00000-0 0,999
00428,62048  D,62,276.19868800,.01247611,+00000-0,+00000-0,999,064.9860,165.9169,0000000,030.1008,080.1808,15.92459755,00092
00429,64.9900,63,.9819 000000,029.8579,66.1600,5.938525,0101,62048,62279.2,406570,.0145067,+00000-,+00000-0 0,999
00431,62048  G,62,274.11925050,.01354234,+00000-0,+00000-0,999,064.9860,173.3440,0007894,031.0321,069.7431,15.89860238,00059
00432,33.6000,12,.2097 868149,141.0172,33.9797,0.667320,0122,62052,62276.5,409039,.0212343,+00000-,+00000-0 0,999
00434,62052  B,62,276.56410840,.02128806,+00000-0,+00000-0,999,032.5500,058.6364,0091010,074.3805,143.5471,16.20772584,00001
00435,64.9860,66,.0552 000000,030.1182,79.9890,6.066389,0092,62053,62318.6,071490,.0279485,+19224-,+00000-0 0,999
00437,62054  A,62,290.80790496,.00150238,+00000-0,+00000-0,999,064.9989,194.7042,0129023,042.6433,318.3511,15.97019779,00007
00438,64.8999,34,.7516 000561,060.0026,12.4221,6.275055,0270,62056,64138.8,206554,.0558500,+00000-,+00000-0 0,999
00442,62056  B,63,154.27331179,.02233441,+85970-0,+00000-0,999,048.9409,352.1454,0026149,057.3909,302.8111,16.19776346,03480
00443,65.1128,36,.4972 004452,092.2650,29.0409,6.155897,0001,62058,67275.7,914309,.0405175,+00000-,+00000-0 0,999
00445,62059  A,65,295.78699703,.00001558,+00000-0,+00000-0,999,018.0402,259.6239,5606421,254.7222,039.4907,04.62410654,05021
00446,50.1424,59,.3793 007004,349.0350,29.0820,3.353304,2148,62060B,24283.8,225064,.0000003,00000-,16864-3 0,999
00448,62061  A,62,306.10035519,.01737700,+00000-0,+00000-0,999,065.0910,318.6900,0046194,314.1999,033.2103,16.31692425,00007
00449,65.0910,17,.3024 003863,314.0137,35.1528,6.335521,0013,62062,62309.0,273539,.1142411,+00000-,+00000-0 0,999
00452,62062  B,62,309.01446700,.00851179,+00000-0,+00000-0,999,064.8500,311.4872,0049462,039.8321,317.6950,16.20554801,00006
00453,74.9671,35,.0108 005888,106.4835,54.1677,6.194284,0372,62062,63018.1,270080,.0363698,+00000-,+00000-0 0,999
00456,62057  B,62,335.20108789,.02961180,+00000-0,+00000-0,999,064.8384,208.0916,0061368,325.9277,161.1817,16.18510171,00567
00457,64.8544,71,.8751 006563,293.6265,65.6870,6.335279,1897,62057,62331.2,767530,.0271580,+00000-,+00000-0 0,999
00459,62057  E,62,336.68659770,.03007850,+00000-0,+00000-0,999,064.8694,204.5110,0094126,323.4781,168.6974,16.15020816,00578
00460,64.7260,89,.5494 006229,321.8554,89.7254,6.187513,0655,61015EX,24284.2,407879,.0005629,00000-,74330-2 0,999
00462,61015EY,01,090.97698689,+.09331192,+18615-0,+33183-1,999,067.5494,292.6767,0012757,286.9862,078.4969,15.95351679,06374
463,66.7689,79,.2146 004708,357.8229,2.2668,4.510373,8019,61015 F,89351.9,463817,.6735345,+984200,+16392-1 0,999
00465,61015FB,24,283.82963447,.00004111,00000-0,14020-2,999,66.3170,115.1488,0033638,337.3949,22.5665,14.37100023,25754
00466,66.7275,02,.7408 000723,102.2313,59.3855,6.323765,5170,61015FD,24283.8,194414,.0000431,00000-,53660-2 0,999
00468,61015 FE,81,337.14458554,.46737014,+00000-0,+58268-1,999,066.5624,248.3326,0024770,155.8660,204.3680,15.81452330,04328
00469,66.8359,27,.5024 006631,295.2846,64.1392,4.325386,6477,61015FG,24283.7,682478,.0000264,00000-,15709-2 0,999
00471,61015FH,07,214.82528601,+.06399554,+61901-5,+34680-2,999,066.7851,342.7332,0021168,304.3141,055.6068,16.18836707,39611
00472,66.6957,59,.6737 001063,239.4619,20.6582,6.243006,7776,61015 F,72053.0,002668,.0118320,+00000-,+00000-0 0,999
00474,61015FL,24,079.17187462,.07429424,15678+0,10199-1,999,66.2043,98.9533,0005313,1.2143,358.9053,16.11657022,27035
00475,66.2242,96,.7421 014309,125.0629,36.3979,4.183429,0031,61015FN,14092.4,605734,.0022901,00000-,86311-4 0,999
00477,61015 FP,82,016.37709437,.05727995,+00000-0,+13916-1,999,066.5811,096.4635,0026961,024.4905,336.3268,15.84877205,06709
478,66.0651,72,.2244 004143,328.0245,31.8356,4.749689,9328,61015FR,22332.2,136571,.2136937,62567-,57489-2 0,999
00480,61015FS,24,283.74173050,.00005819,00000-0,18536-2,999,66.2384,290.3803,0081806,179.6484,180.4688,14.38566326,26615
00481,65.1322,46,.5735 000000,146.1020,13.9109,6.299933,0286,62057,62343.8,253390,.0447779,+92978-,+00000-0 0,999
00483,62057  H,62,365.61760059,.01989039,+00000-0,+00000-0,999,064.7373,104.4736,0062653,319.3255,040.2296,16.23045103,01036
00484,64.8672,05,.3688 010263,324.2710,66.5672,6.107182,0584,62057,62341.1,520370,.0213036,+00000-,+00000-0 0,999
00486,62057  L,62,332.14076359,.01815354,+00000-0,+00000-0,999,064.8694,221.2073,0099652,325.4089,145.5244,16.11120009,00505
00487,64.8694,22,.5303 018765,325.5619,43.6597,5.896861,0499,62062,62353.5,140999,.0163734,+00000-,+00000-0 0,999
00489,62062  E,62,357.58422770,.01885013,+00000-0,+00000-0,999,064.7324,141.4791,0015266,352.8452,007.1564,16.09340242,00750
00490,65.1898,06,.0837 010545,222.6144,36.5626,6.297615,0034,62057,62356.7,660970,.0241245,+00000-,+00000-0 0,999
00492,62057  P,62,344.10687669,.01567524,+00000-0,+00000-0,999,064.7892,178.8404,0148084,321.9695,037.0160,16.01934566,00690
00493,64.9497,47,.7451 012192,319.4204,39.6781,6.234152,0825,62057,62347.5,114217,.0177289,+00000-,+00000-0 0,999
00495,62057  S,62,357.76604770,.02448159,+00000-0,+00000-0,999,064.7593,129.4528,0043628,306.4395,053.1801,16.25593792,00905
00496,64.6926,34,.7762 002449,323.0349,36.8179,6.419046,0880,62057,62357.8,841829,.0321275,+00000-,+00000-0 0,999
00498,62057  V,62,336.18381305,.01426744,+00000-0,+00000-0,999,064.9625,205.9788,0159226,326.0403,032.9522,15.95049037,00568
00499,64.9626,05,.7677 014914,325.0758,33.9545,5.980564,0568,62057,62358.0,835670,.0203127,+00000-,+00000-0 0,999
00501,62057  Y,62,353.96089648,.01808041,+00000-0,+00000-0,999,064.5452,143.4513,0140470,308.8308,049.9255,16.03790205,00851
00502,70.2282,53,.0321 007484,342.3153,17.5349,6.197537,0466,62068A,24283.0,037056,.0000002,00000-,00000-0 0,999
00504,62067  B,68,237.98186891,.06182616,+00000-0,+00000-0,999,070.2141,090.6538,0018907,043.7589,316.5020,16.37295104,27772
00505,70.9488,60,.4127 007297,121.5443,39.2133,6.177673,0330,62070A,24283.6,177197,.0000048,00000-,40783-3 0,999
00507,62067  C,63,178.55723138,.02691540,+00000-0,+00000-0,999,070.2386,169.1259,0209551,250.2241,107.5094,15.78769845,02691
00508,70.2364,54,.6811 006804,086.2438,74.5412,6.240556,5418,62071A,86267.4,361516,.0652803,-33192-,+19411-2 0,999
00510,62049C,24,283.54412418,.00000268,00000-0,29504-3,999,80.5161,212.2275,0014647,243.2923,293.5160,13.69946035,9836
00511,80.4252,82,.2521 003214,119.7891,00.2578,3.684439,9540,62057,62352.9,667139,.0097898,+00000-,+00000-0 0,999
00513,62067  E,67,036.05141596,.05692993,+00000-0,+00000-0,999,070.1559,047.4485,0043492,351.4613,008.5750,16.31733914,20451
00514,90.5963,24,.8933 000001,359.9999,00.1164,5.951321,4296,62068B,24280.7,813365,.0000001,00000-,00000-0 0,999
00516,61015FT,24,283.67750484,.00000709,00000-0,60314-3,999,65.9932,263.7123,0073310,116.0656,244.7987,13.92243020,20268
00517,64.9246,60,.8351 014085,052.4078,08.8629,5.930823,0029,62072,63021.8,744187,.0272222,+00000-,+00000-0 0,999
00519,62071C,89,294.53471175,.52388650,+32816-5,+46511-2,999,090.5913,229.7704,0009182,131.4432,228.9313,16.39184802,44365
00520,70.1878,19,.1292 003212,223.8404,36.0160,6.375333,5763,63001,63004.7,896185,.1077357,+00000-,+00000-0 0,999
00522,63001  B,63,009.08457732,.01348101,+00000-0,+00000-0,999,064.7474,253.0852,0000315,022.1003,337.8996,16.36765978,00077
00523,62071  D,80,333.12413550,.07807957,+00000-0,+11328-1,999,090.4170,200.6518,0012769,087.6552,272.6328,15.93161822,95148
00524,64.7261,48,.7881 004278,000.6384,59.3678,6.304907,0095,63002,63021.4,465330,.0236533,+37140-,+00000-0 0,999
00526,63002  B,63,014.09458119,.03375756,+15695-1,+00000-0,999,082.2318,122.7763,0054506,158.6213,201.7175,16.21333173,00100
00527,81.8773,80,.3308 000000,000.0000,00.1170,6.328271,3454,63003,63300.6,129783,.0068656,+00000-,+00000-0 0,999
00529,63003  C,63,364.47617411,.04059205,+00000-0,+00000-0,999,081.8215,128.5933,0014092,332.9507,026.9795,16.09825765,05341
00530,66.8809,46,.5143 008614,254.8276,04.3269,3.990071,2151,61015 F,71104.2,703410,.0733392,+00000-,+00000-0 0,999
00532,63004  B,81,296.28545177,.05785593,-58869-5,+39821-2,999,032.5458,357.8499,0885271,041.5191,331.9463,14.29095135,04916
00533,00.4109,07,.8304 001142,216.9957,43.0545,6.401287,1931,63005,84149.5,577733,.0627504,+22118-,+45454-3 0,999
00535,63005  C,69,177.35289052,.02303461,+00000-0,+00000-0,999,100.3581,325.5523,0022260,316.1332,043.8052,16.14925391,34727
00536,00.4715,70,.3548 002152,282.6332,77.2462,5.716645,2714,61015FW,24283.8,375931,.0000137,00000-,16388-2 0,999
538,61015FX,24,283.98299743,.00018307,00000-0,41738-2,999,67.8068,138.5996,0010366,223.1327,136.8982,14.55826897,27440
00539,66.9065,57,.9749 001887,144.1021,21.2539,6.052835,0750,61015 F,91231.8,539049,.8822768,+00000-,+54063-1 0,999
00541,61015GA,24,283.78510030,.00001260,00000-0,11374-2,999,67.2184,69.0457,0072331,27.2660,333.2187,13.85800332,18703
00542,68.0679,32,.5085 002919,244.1536,14.2650,5.978375,5215,61015GC,24283.7,312591,.0000064,00000-,80796-3 0,999
00544,61015GD,24,283.86155449,.00001092,00000-0,14871-2,999,66.8742,192.5472,0189434,315.7673,104.1084,13.55662250,11818
00545,67.2304,63,.1200 015860,155.9087,04.9511,3.703429,4588,61015GF,14309.1,515872,.1037438,33449+,36988-1 0,999
00547,61015 GG,89,324.03492445,.98850985,+00000-0,+52512-1,999,066.8193,131.9537,0010401,294.2187,064.6836,15.88106453,44957
548,66.6714,35,.4956 011232,231.9028,27.1922,4.709093,3400,61015GJ,24283.8,901208,.0000054,00000-,10451-2 0,999
00550,61015 GK,91,032.79048421,.72627095,+00000-0,+53020-1,999,066.9855,183.0096,0025369,355.2969,004.2927,15.84736942,50430
00551,66.7368,17,.6406 000859,221.5421,39.9809,6.341294,8273,61015GM,24283.8,758681,.0001158,00000-,80025-2 0,999
00553,63004A,24,283.27085160,-.00000041,00000-0,00000-0,999,27.9990,285.3577,0778160,182.2341,177.3764,1.16483752,2888
00554,64.9064,18,.1095 009480,034.2119,26.3953,6.061113,0102,63006,63098.1,618479,.0303187,+22856-,+00000-0 0,999
00556,61015 GN,90,147.95011935,-.21545285,+5218600,+34241-1,999,067.0887,288.6771,0025106,293.3051,066.1726,16.00790199,47434
00557,67.4916,51,.4637 003953,114.5004,45.9344,5.658220,9948,61015GQ,24283.6,102350,.0000012,00000-,45856-3 0,999
559,61015GR,24,284.18720869,.00024596,00000-0,51124-2,999,66.6037,206.4467,0065222,254.0229,105.3691,14.58695327,26003
560,67.1607,15,.3832 029922,35.1002,26.9379,3.559990,7136,61015GT,24283.6,028819,.0000012,00000-,-29112-3 0,999
00562,63007  A,63,113.82044410,.03428059,+73146-0,+00000-0,999,075.4032,197.9436,0029107,087.7721,272.6064,16.22862981,00350
00563,64.7723,48,.1381 001186,230.0830,29.8126,6.365770,0007,63009,66327.4,661636,.4111724,+282140,+00000-0 0,999
00565,63009  B,63,323.22809809,.01185750,+00000-0,+00000-0,999,057.5707,243.3818,0079189,070.6199,290.2328,16.04325635,03526
00567,48.8871,77,.5611 000000,066.5592,93.3815,6.307914,2170,63010,63185.8,165130,.0172074,+67362-,+00000-0 0,999
00569,63011  A,63,115.33950589,.00288551,+00000-0,+00000-0,999,064.9274,002.0932,0137789,045.0195,316.0892,16.06457443,00048
00570,64.9246,39,.9774 004039,079.6004,80.8562,6.344927,0144,63012,63127.7,029343,.0010802,+00000-,+00000-0 0,999
00572,63012  B,63,139.24469170,.02545728,+12543-1,+00000-0,999,065.0175,307.7145,0021048,056.3851,303.8202,16.30164955,00335
00573,42.7532,74,.1788 400585,121.5132,20.7309,6.392638,4678,63014A,24283.8,701492,.0000003,00000-,13047-1 0,999
00575,63013B,24,282.53063755,.00000038,00000-0,79815-3,999,42.7536,218.2315,4000976,182.5468,356.0221,6.40238717,43648
00576,32.5430,89,.4700 007788,072.4399,88.2710,6.218298,0003,63015,63135.7,003740,.0087777,+00000-,+00000-0 0,999
00578,63016  A,63,144.89057110,.03958004,+14313-1,+00000-0,999,074.5443,268.8398,0191126,125.2276,236.6373,16.07440212,00095
00579,84.2315,03,.3398 003737,114.6743,49.6932,6.120516,6572,63017,65150.9,355857,.0131347,+55067-,+00000-0 0,999
00581,63017  B,63,149.57162807,.00538250,+00000-0,+00000-0,999,048.9941,193.1663,0328025,135.4026,227.2832,15.30394801,00114
00582,49.1564,09,.2124 001820,012.2137,47.9010,6.062063,0966,63017,63148.4,839354,.0034279,+00000-,+00000-0 0,999
00584,63017  E,63,154.48623534,.00657333,+00000-0,+00000-0,999,048.9805,169.1705,0345431,156.0896,205.5534,15.25562681,00188
00585,49.3244,30,.0298 032631,142.3601,19.9682,5.059392,1427,63018,63150.3,515611,.0011483,+00000-,+00000-0 0,999
00587,63018  B,63,157.18749120,.02098739,+10065-1,+00000-0,999,064.9458,028.4030,0000000,090.6590,269.3480,16.31135098,00206
00588,49.0105,27,.3145 003355,100.5311,59.8443,6.155522,4865,63014D,24283.3,180695,.0000004,00000-,20573-1 0,999
00590,63019  A,63,191.01688312,.03605271,+00000-0,+00000-0,999,081.8245,293.2803,0041582,036.2573,324.0305,16.27815124,00432
00591,64.9214,00,.9515 000411,068.5983,91.4084,6.416791,0071,63020,63167.2,861090,.0753299,+00000-,+00000-0 0,999
00593,63021  A,63,218.03083910,.03927129,+20173-1,+00000-0,999,069.9007,054.2334,0114407,070.5217,290.7319,16.16664298,00795
00594,89.7819,61,.2018 001637,246.0841,15.2096,6.430381,4873,63023,63169.7,883834,.0094588,+00000-,+00000-0 0,999
00596,63023  B,63,167.82032418,.04351828,+00000-0,+00000-0,999,065.0804,080.7332,0045995,075.6109,284.8991,16.29732442,00007
00597,69.8179,49,.2232 019533,122.8534,39.0790,5.944188,0260,63021,63207.6,264849,.0511842,+12838-,+00000-0 0,999
00599,63021  C,63,212.12280030,.04803577,+26284-1,+00000-0,999,069.8593,069.7760,0096760,074.2724,286.8152,16.22890538,00705
00600,69.8905,78,.1850 013167,082.4973,79.0215,6.137208,0659,63021,63198.2,285399,.0801323,+51875-,+00000-0 0,999
00602,63014E,24,281.33311424,.00000005,00000-0,12393-2,999,87.3213,248.4233,0040210,301.4936,58.1995,8.67234473,94427
00603,89.8679,07,.1822 001467,261.7468,98.1356,6.435105,7919,63024,94152.1,073690,.0212957,+52585-,+43933-3 0,999
00605,63024  B,78,356.60264252,.03779664,+00000-0,+00000-0,999,058.1386,183.9490,0016139,149.0100,211.1916,16.22883153,85033
00606,58.3017,27,.2432 000315,323.4388,39.9368,6.371836,6658,63024,80031.2,912195,.0468952,+52551-,+18040-3 0,999
00608,63014C,24,282.34894457,.00000042,00000-0,18360-1,999,87.3098,251.9799,0068351,282.0595,77.2607,8.65289016,94014
00609,81.5860,14,.3349 002980,030.3054,29.8870,6.331114,0452,63022,91318.1,730366,.0729350,-12000-,+98285-2 0,999
00611,63022  D,71,055.09981059,.02164145,+00000-0,+00000-0,999,089.6891,277.5061,0014078,012.6002,347.5580,16.02891183,41617
00612,49.6421,22,.4633 000575,301.5831,58.5020,6.468283,8315,63027,69299.0,464223,.0501872,+00000-,+00000-0 0,999
614,63025B,24,224.44464499,.02601302,-11065-5,61857-3,999,81.9161,358.3908,0048667,257.0684,102.5168,16.26051566,82340
00615,82.2799,58,.2269 001208,042.9763,17.1182,5.897998,7668,63027,63190.7,750720,.0358925,+61360-,+00000-0 0,999
00617,63021  G,63,183.42466158,.04896731,+00000-0,+00000-0,999,069.8179,149.2496,0157749,122.8689,238.6964,16.03600393,00260
